cpu_percent,memory_percent,name,pid
0.0,0.4006226181125667,ShellHost.exe,15192
0.0,0.5016777287614708,chrome.exe,15264
0.0,0.05700607035643015,WUDFHost.exe,15372
0.0,0.12237465167346243,winlogon.exe,15820
0.0,0.04995627913964348,csrss.exe,16012
0.0,0.12298239229559921,SecurityHealthService.exe,16264
0.0,0.10827506923988908,msedge.exe,16348
0.0,3.241737097727366,Code.exe,16568
0.0,0.5690396993191117,powershell.exe,16700
0.0,0.04295510717262775,svchost.exe,16720
0.0,0.21710925985214402,ctfmon.exe,16984
0.0,0.7744317199764585,Code.exe,17156
0.0,0.26490198237698054,RuntimeBroker.exe,17252
0.0,0.005931548472054992,conhost.exe,17280
0.0,0.11019552960584132,Dell.Update.SubAgent.exe,17284
0.0,0.772341092236308,msedge.exe,17320
0.0,0.008289582085945707,svchost.exe,17548
0.0,0.1962759113252951,Code.exe,17612
0.0,0.040524144684080624,svchost.exe,17972
0.0,0.06709456468390074,fontdrvhost.exe,18148
0.0,0.17442155855325644,msedge.exe,18500
0.0,0.006198954345795177,conhost.exe,18956
0.0,0.07781510925839356,MpDefenderCoreService.exe,19500
0.0,0.4647270989355545,ApplicationFrameHost.exe,19908
0.0,0.3215920276098996,Widgets.exe,20112
0.0,0.024893055882722587,svchost.exe,20152
0.0,1.6961068378842166,Code.exe,21028
0.0,0.08204498398846556,CodeSetup-stable-dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1.exe,21036
0.0,0.07482502539748061,svchost.exe,21148
0.0,1.5231438568240885,msedge.exe,21184
0.0,0.304283574691444,Code.exe,21200
0.0,0.00967523070441757,conhost.exe,21352
0.0,0.48514718383935035,IGCC.exe,21448
0.0,0.9814524855011321,StartMenuExperienceHost.exe,21524
0.0,0.44895015238488356,Dell.CoreServices.Client.exe,22028
0.0,0.024674269258753347,ipf_uf.exe,22568
0.0,0.10052029890142375,svchost.exe,22836
0.0,0.3522221549655934,ServiceShell.exe,22848
0.0,0.6954011294737914,chrome.exe,23240
0.0,0.012276360567162997,svchost.exe,24192
0.0,0.08109690861793219,SecurityHealthSystray.exe,24244
0.0,0.18526365125217664,RuntimeBroker.exe,24744
0.0,0.26879152235865594,CodeSetup-stable-dfaf44141ea9deb3b4096f7cd6d24e00c147a4b1.tmp,24832
0.0,0.07120289128954538,svchost.exe,24992
0.0,0.32501968471875103,SystemSettings.exe,25120
0.0,0.1757099686721864,svchost.exe,25556
0.0,0.01881564966135477,svchost.exe,26076
0.0,0.008800084208540603,conhost.exe,26184
0.0,0.08000297549808598,WmiPrvSE.exe,26848
0.0,0.693213263234099,msedge.exe,27444
0.0,0.11403645033774579,svchost.exe,27948
0.0,0.01990958278120098,IntelSoftwareAssetManagerService.exe,28332
0.0,0.6609057717613077,Code.exe,28500
0.0,0.9793132385112104,msedge.exe,29152
0.0,0.22500988793992216,DDVDataCollector.exe,29492
0.0,0.3945209022663134,RuntimeBroker.exe,29896
0.0,0.08056209687045182,smartscreen.exe,30000
0.0,0.16338498885525246,WmiPrvSE.exe,30152
0.0,0.12283653454628637,svchost.exe,30212
0.0,0.05822155160070372,chrome.exe,30232
0.0,0.8585430220801892,Code.exe,30472
0.0,0.19262946759247443,msedge.exe,30476
0.0,0.023993599761960152,svchost.exe,30520
0.0,0.290354159632069,chrome.exe,30868
0.0,0.033255566843324716,svchost.exe,30888
0.0,0.2914724023768006,msedge.exe,30924
0.0,0.09330034031043877,svchost.exe,30948
0.0,1.0857164666349184,chrome.exe,30980
0.0,0.25308750468264146,esrv_svc.exe,31600
0.0,0.10837230773943096,svchost.exe,31792
0.0,0.34828399573414703,chrome.exe,31908
0.0,0.5463345096760815,chrome.exe,32796
0.0,0.15631088801358034,WidgetService.exe,33020
0.0,0.7784914273323322,Code.exe,33132
0.0,0.08078088349442106,OpenConsole.exe,33488
0.0,0.05122037963368798,conhost.exe,33696
0.0,0.949728425025592,PhoneExperienceHost.exe,33856
0.0,0.0352975753337043,WmiApSrv.exe,33892
0.0,0.4241300253768174,powershell.exe,33968
0.0,0.04699050490361598,ipf_helper.exe,34244
0.0,0.3847970523121249,msedge.exe,34644
0.0,0.2329348256525858,svchost.exe,34692
0.0,0.11250494396996108,chrome.exe,34720
0.0,0.06337519207642363,svchost.exe,34724
0.0,1.7530885986157614,chrome.exe,34908
0.0,0.2311845326608319,DSAService.exe,34952
0.0,0.14505553169160715,dllhost.exe,35284
0.0,0.5468936310484473,chrome.exe,35308
0.0,2.281798630249876,msedge.exe,35816
0.0,0.24248850823257603,svchost.exe,35944
0.0,0.18480176837935267,svchost.exe,36000
0.0,0.8792062032328398,SearchHost.exe,36160
0.0,0.04815736689811861,svchost.exe,36428
0.0,5.742735615569536,Code.exe,37596
0.0,0.6698760233440465,Dell.TechHub.Instrumentation.UserProcess.exe,38028
0.0,1.4433839775748571,chrome.exe,38164
0.0,0.16664247858990563,svchost.exe,38536
0.0,0.09249812268921823,RuntimeBroker.exe,38716
0.0,0.06298623807825608,msedge.exe,38800
