cpu_percent,memory_percent,name,pid
0.0,4.861924977094255e-05,System Idle Process,0
0.0,0.000875146495876966,System,4
0.0,0.38414069244021715,,140
0.0,0.39855629999730163,Registry,184
0.0,0.019228913284407782,csrss.exe,412
0.0,0.023872051637532796,wininit.exe,536
0.0,0.0038895399816754046,smss.exe,624
0.0,0.06823711705351788,services.exe,1152
0.0,0.011133808197545846,LsaIso.exe,1176
0.0,0.14967436041984666,lsass.exe,1184
0.0,0.035419123458131654,svchost.exe,1244
0.0,0.2328618967779294,svchost.exe,1320
0.0,0.003208870484882209,fontdrvhost.exe,1352
0.0,0.10868833286294208,svchost.exe,1516
0.0,0.04336837079568076,svchost.exe,1564
0.0,0.039381592314463476,svchost.exe,1668
0.0,0.016603473796776885,WUDFHost.exe,1672
0.0,0.047257910777356166,svchost.exe,1844
0.0,0.08824393833426075,WUDFHost.exe,1848
0.0,0.014537155681511826,svchost.exe,1916
0.0,0.007584602964267039,svchost.exe,1936
0.0,0.9897420675870776,Dell.TechHub.Instrumentation.SubAgent.exe,1948
0.0,0.06668130106084773,svchost.exe,1964
0.0,0.06412879044787324,svchost.exe,2052
0.0,0.11111929535148922,svchost.exe,2092
0.0,0.02778590124409367,svchost.exe,2152
0.0,0.03755837044805313,svchost.exe,2188
0.0,0.01120673707220226,IntelCpHDCPSvc.exe,2244
0.0,0.03383899784057602,svchost.exe,2284
0.0,0.011668619945026215,svchost.exe,2340
0.0,0.08680967046601794,svchost.exe,2508
0.0,0.03116493910317418,svchost.exe,2544
0.0,0.028685357364856112,svchost.exe,2644
0.0,0.04604242953308261,svchost.exe,2756
0.0,0.04310096492194058,svchost.exe,2892
0.0,0.03386330746546149,svchost.exe,2984
0.0,0.11233477659576278,svchost.exe,3136
0.0,0.09522080067639101,svchost.exe,3188
0.0,0.049980588764528946,svchost.exe,3200
0.0,0.010477448325638121,svchost.exe,3208
0.0,0.03651305657797786,svchost.exe,3216
0.0,2.8588605057811933,MemCompression,3340
0.0,0.03913849606560876,svchost.exe,3388
0.0,0.01932615178394967,svchost.exe,3416
0.0,0.024066528636616565,svchost.exe,3436
0.0,0.03138372572714342,svchost.exe,3444
0.0,0.05885360184772597,svchost.exe,3552
0.0,0.02207313939600792,svchost.exe,3612
0.0,0.036756152826832575,spoolsv.exe,3708
0.0,0.22714913492984365,svchost.exe,3712
0.0,0.14646548993496447,svchost.exe,3776
0.0,0.003913849606560876,vmnetdhcp.exe,3816
0.0,0.11615138770278176,svchost.exe,3864
0.0,1.9576054727772314,chrome.exe,3924
0.0,0.13596373198444087,svchost.exe,3932
0.0,0.12025971430842641,svchost.exe,3972
0.0,0.06826142667840336,svchost.exe,3980
0.0,0.02338585913982337,dllhost.exe,4004
0.0,0.043489918920108124,svchost.exe,4052
0.0,2.0063219610477154,MsMpEng.exe,4064
0.0,0.011255356321973203,svchost.exe,4128
0.0,0.16931653732730748,Dell.D3.WinSvc.exe,4204
0.0,0.007122720091443085,svchost.exe,4300
0.0,0.1988284219382696,svchost.exe,4364
0.0,0.27839382418841707,svchost.exe,4372
0.0,0.018912888160896653,ipfsvc.exe,4380
0.0,0.1676634828350954,OfficeClickToRun.exe,4388
0.0,0.08347925185670838,OneApp.IGCC.WinService.exe,4460
0.0,0.04769548402529465,WavesAudioService.exe,4528
0.0,0.040864479432477216,IntelAudioService.exe,4532
0.0,0.04864355939582803,IntelGraphicsSoftware.Service.exe,4572
0.0,0.001312719743815449,jhi_service.exe,4624
0.0,0.03989209443705837,svchost.exe,4660
0.0,0.08177757811472539,WmiPrvSE.exe,4764
0.0,0.017770335791279505,openvpnserv2.exe,4800
0.0,0.006101715846253291,openvpnserv.exe,4904
0.0,0.01594711392486916,RstMwService.exe,4924
0.0,0.023410168764708843,svchost.exe,4980
0.0,0.011255356321973203,RtkBtManServ.exe,5036
0.0,0.9206541136625683,SupportAssistAgent.exe,5052
0.0,0.025962679377683328,svchost.exe,5068
0.0,0.012081883568079226,svchost.exe,5092
0.0,0.20403068166376043,SurSvc.exe,5104
0.0,0.019836653906544564,vmnat.exe,5184
0.0,0.08488921010006571,WavesSysSvc64.exe,5192
0.0,0.011692929569911685,WMIRegistrationService.exe,5276
0.0,0.05143916625765723,wslservice.exe,5328
0.0,0.1016385416461554,svchost.exe,5352
0.0,2.335644449371195,nbcode64.exe,5364
0.0,0.005931548472054992,conhost.exe,5596
0.0,0.05039385238758197,conhost.exe,5772
0.0,0.006417740969764418,conhost.exe,5860
0.0,0.023993599761960152,vmware-usbarbitrator64.exe,5868
0.0,0.012957030063956192,vmware-authd.exe,5876
0.0,0.07244268215870442,esrv.exe,5996
0.0,0.12067297793147942,taskhostw.exe,6316
0.0,0.025379248380432016,svchost.exe,6320
0.0,0.029366026861649304,svchost.exe,6644
0.0,0.054429250118570194,svchost.exe,6740
0.0,0.26888876085819785,sihost.exe,6756
0.0,0.009407824830677385,PresentMonService.exe,6960
0.0,0.006053096596482349,conhost.exe,6976
0.0,0.02241347414440452,DDVRulesProcessor.exe,7040
0.0,1.5077558642715851,msedge.exe,7192
0.0,0.8173625175242009,WindowsTerminal.exe,7556
0.0,0.36884993838725577,msedge.exe,7560
0.0,0.08515661597380589,Dell.Optimizer.DthProxy.exe,7572
0.0,0.1749563703007368,DellOptimizer.exe,7584
0.0,0.006028786971596877,conhost.exe,7592
0.0,0.22362423932145029,Dell.UCA.Manager.exe,7608
0.0,0.2032041544176544,TitanCoreSubAgent.exe,7632
0.0,0.005931548472054992,conhost.exe,7648
0.0,0.006004477346711406,conhost.exe,7708
0.0,0.543368735440054,WavesSvc64.exe,8028
0.0,0.21744959460054059,svchost.exe,8408
0.0,0.09862414816035699,svchost.exe,8428
0.0,0.0003646443732820692,NgcIso.exe,8832
0.0,0.1027567843908871,svchost.exe,8960
0.0,0.5117662230889414,Dell.TechHub.DataManager.SubAgent.exe,9080
0.0,0.08520523522357684,svchost.exe,9140
0.0,0.0277615916192082,svchost.exe,9240
0.0,0.10791042486660701,SearchProtocolHost.exe,9352
0.0,0.033352805342866595,svchost.exe,9524
0.0,0.21224733487504974,chrome.exe,9540
0.0,0.8710624788962069,Code.exe,9568
0.0,0.5132248005820697,IGCCTray.exe,9608
0.0,0.07256423028313178,UserOOBEBroker.exe,9632
0.0,0.014707323055710125,svchost.exe,9664
0.0,0.03510309833462053,svchost.exe,9752
0.0,0.03853075544347198,svchost.exe,9876
0.0,0.24445758784829916,SearchIndexer.exe,9952
0.0,0.09777331128936549,svchost.exe,10032
0.0,0.03498155021019317,svchost.exe,10056
0.0,0.589119449474511,powershell.exe,10128
0.0,0.1431350713256549,DSAUpdateService.exe,10176
0.0,0.06765368605626658,svchost.exe,10252
0.0,0.21511587061153534,Dell.TechHub.Diagnostics.SubAgent.exe,10492
0.0,0.11729394007239892,WmiPrvSE.exe,10556
0.0,0.0356379100821009,AggregatorHost.exe,10880
0.0,0.013589080310978446,DDVCollectorSvcApi.exe,10960
0.0,0.08814669983471886,svchost.exe,11240
0.0,0.9015224388777024,msedge.exe,11672
0.0,0.28724252764672864,Dell.TechHub.exe,11676
0.0,0.09142849919425748,svchost.exe,11800
0.0,0.052387241628190605,svchost.exe,11952
0.0,0.1278929365224644,msedge.exe,12180
0.0,2.2162598815586456,explorer.exe,12468
0.0,0.39921265986920934,python.exe,12780
0.0,1.0548918622801406,dwm.exe,13220
0.0,0.5203718302983982,wallpaper32.exe,13392
0.0,0.12410063504033088,taskhostw.exe,13408
0.0,0.009480753705333798,msdtc.exe,13600
0.0,0.11471711983453896,svchost.exe,13668
0.0,0.4263908204911663,msedge.exe,14068
0.0,0.1372035228535999,chrome.exe,14104
0.0,1.8130604432082191,Code.exe,14464
0.0,1.437646906101886,Dell.UCA.Systray.exe,14680
0.0,0.25359800680523636,DellSupportAssistRemedationService.exe,14872
0.0,0.3033598089457961,Dell.TechHub.Analytics.SubAgent.exe,14944
0.0,0.029876528984244203,NisSrv.exe,14984
0.0,1.3989459832842157,chrome.exe,15108
